CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 544,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 12776.0, 13160.0]","[nan, 12776.0, 384.0]","[2.0, 2.0, 2.0]","[38545.0, 51321.0, 51705.0]",Value 1,Value 191,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 544,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 12776.0, 13160.0, 2678918.0]","[nan, 12776.0, 384.0, 2665758.0]","[2.0, 2.0, 2.0, 5.0]","[38545.0, 51321.0, 51705.0, 39063.0]",Value 1,Value 191,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 547,1,['Assign seriousness'],['Value 19'],[0.0],[nan],[2.0],[47075.0],Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,2,"['Assign seriousness', 'Wait']","['Value 19', 'Value 19']","[0.0, 884.0]","[nan, 884.0]","[2.0, 2.0]","[47075.0, 47959.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,3,"['Assign seriousness', 'Wait', 'Take in charge ticket']","['Value 19', 'Value 19', 'Value 19']","[0.0, 884.0, 1189369.0]","[nan, 884.0, 1188485.0]","[2.0, 2.0, 2.0]","[47075.0, 47959.0, 26844.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,4,"['Assign seriousness', 'Wait', 'Take in charge ticket', 'Wait']","['Value 19', 'Value 19', 'Value 19', 'Value 19']","[0.0, 884.0, 1189369.0, 1191751.0]","[nan, 884.0, 1188485.0, 2382.0]","[2.0, 2.0, 2.0, 2.0]","[47075.0, 47959.0, 26844.0, 29226.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,5,"['Assign seriousness', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 19', 'Value 19', 'Value 19', 'Value 19', 'Value 12']","[0.0, 884.0, 1189369.0, 1191751.0, 3541022.0]","[nan, 884.0, 1188485.0, 2382.0, 2349271.0]","[2.0, 2.0, 2.0, 2.0, 1.0]","[47075.0, 47959.0, 26844.0, 29226.0, 45697.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,6,"['Assign seriousness', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 19', 'Value 19', 'Value 19', 'Value 19', 'Value 12', 'Value 12']","[0.0, 884.0, 1189369.0, 1191751.0, 3541022.0, 3541063.0]","[nan, 884.0, 1188485.0, 2382.0, 2349271.0, 41.0]","[2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","[47075.0, 47959.0, 26844.0, 29226.0, 45697.0, 45738.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 547,7,"['Assign seriousness', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 19', 'Value 19', 'Value 19', 'Value 19', 'Value 12', 'Value 12', 'Value 5']","[0.0, 884.0, 1189369.0, 1191751.0, 3541022.0, 3541063.0, 4837072.0]","[nan, 884.0, 1188485.0, 2382.0, 2349271.0, 41.0, 1296009.0]","[2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0]","[47075.0, 47959.0, 26844.0, 29226.0, 45697.0, 45738.0, 45747.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 548,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[29457.0],Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 548,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2']","[0.0, 354268.0]","[nan, 354268.0]","[0.0, 4.0]","[29457.0, 38125.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 548,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 2', 'Value 12']","[0.0, 354268.0, 355012.0]","[nan, 354268.0, 744.0]","[0.0, 4.0, 4.0]","[29457.0, 38125.0, 38869.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 548,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 12', 'Value 12']","[0.0, 354268.0, 355012.0, 695902.0]","[nan, 354268.0, 744.0, 340890.0]","[0.0, 4.0, 4.0, 1.0]","[29457.0, 38125.0, 38869.0, 34159.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 548,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 12', 'Value 12', 'Value 5']","[0.0, 354268.0, 355012.0, 695902.0, 2792964.0]","[nan, 354268.0, 744.0, 340890.0, 2097062.0]","[0.0, 4.0, 4.0, 1.0, 4.0]","[29457.0, 38125.0, 38869.0, 34159.0, 57621.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 55,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[57102.0],Value 1,Value 41,Value 3,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 9']","[0.0, 430041.0]","[nan, 430041.0]","[2.0, 0.0]","[57102.0, 55143.0]",Value 1,Value 41,Value 3,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 9', 'Value 9']","[0.0, 430041.0, 1011190.0]","[nan, 430041.0, 581149.0]","[2.0, 0.0, 0.0]","[57102.0, 55143.0, 31492.0]",Value 1,Value 41,Value 3,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 9', 'Value 9', 'Value 9']","[0.0, 430041.0, 1011190.0, 2219381.0]","[nan, 430041.0, 581149.0, 1208191.0]","[2.0, 0.0, 0.0, 0.0]","[57102.0, 55143.0, 31492.0, 30083.0]",Value 1,Value 41,Value 3,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 4', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 430041.0, 1011190.0, 2219381.0, 3515394.0]","[nan, 430041.0, 581149.0, 1208191.0, 1296013.0]","[2.0, 0.0, 0.0, 0.0, 1.0]","[57102.0, 55143.0, 31492.0, 30083.0, 30096.0]",Value 1,Value 41,Value 3,Value 1,Value 3,Value 3,Value 1,Value 1
Case 551,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[39233.0],Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 551,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[0.0, 18031.0]","[nan, 18031.0]","[2.0, 2.0]","[39233.0, 57264.0]",Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 551,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 6', 'Value 6']","[0.0, 18031.0, 594360.0]","[nan, 18031.0, 576329.0]","[2.0, 2.0, 2.0]","[39233.0, 57264.0, 28793.0]",Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 551,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 6', 'Value 6', 'Value 13']","[0.0, 18031.0, 594360.0, 1314803.0]","[nan, 18031.0, 576329.0, 720443.0]","[2.0, 2.0, 2.0, 3.0]","[39233.0, 57264.0, 28793.0, 58036.0]",Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 551,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 6', 'Value 6', 'Value 13', 'Value 5']","[0.0, 18031.0, 594360.0, 1314803.0, 3906823.0]","[nan, 18031.0, 576329.0, 720443.0, 2592020.0]","[2.0, 2.0, 2.0, 3.0, 5.0]","[39233.0, 57264.0, 28793.0, 58036.0, 58056.0]",Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 553,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[42099.0],Value 1,Value 176,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 553,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1542600.0]","[nan, 1542600.0]","[3.0, 0.0]","[42099.0, 29499.0]",Value 1,Value 176,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 553,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 9']","[0.0, 1542600.0, 1549339.0]","[nan, 1542600.0, 6739.0]","[3.0, 0.0, 0.0]","[42099.0, 29499.0, 36238.0]",Value 1,Value 176,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 553,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 9', 'Value 9']","[0.0, 1542600.0, 1549339.0, 1725457.0]","[nan, 1542600.0, 6739.0, 176118.0]","[3.0, 0.0, 0.0, 2.0]","[42099.0, 29499.0, 36238.0, 39556.0]",Value 1,Value 176,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 553,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 9', 'Value 9', 'Value 3']","[0.0, 1542600.0, 1549339.0, 1725457.0, 3021474.0]","[nan, 1542600.0, 6739.0, 176118.0, 1296017.0]","[3.0, 0.0, 0.0, 2.0, 3.0]","[42099.0, 29499.0, 36238.0, 39556.0, 39573.0]",Value 1,Value 176,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[33798.0],Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 1272.0]","[nan, 1272.0]","[3.0, 3.0]","[33798.0, 35070.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 1272.0, 2851613.0]","[nan, 1272.0, 2850341.0]","[3.0, 3.0, 1.0]","[33798.0, 35070.0, 34211.0]",Value 1,Value 167,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 557,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[1.0],[61336.0],Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 557,2,"['Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2']","[0.0, 3519214.0]","[nan, 3519214.0]","[1.0, 0.0]","[61336.0, 38150.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 557,3,"['Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 3']","[0.0, 3519214.0, 4815233.0]","[nan, 3519214.0, 1296019.0]","[1.0, 0.0, 1.0]","[61336.0, 38150.0, 38169.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 558,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[1.0],[34012.0],Value 1,Value 86,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 558,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 277632.0]","[nan, 277632.0]","[1.0, 4.0]","[34012.0, 52444.0]",Value 1,Value 86,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 558,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 277632.0, 1204488.0]","[nan, 277632.0, 926856.0]","[1.0, 4.0, 1.0]","[34012.0, 52444.0, 28900.0]",Value 1,Value 86,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 558,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2', 'Value 2']","[0.0, 277632.0, 1204488.0, 3205125.0]","[nan, 277632.0, 926856.0, 2000637.0]","[1.0, 4.0, 1.0, 3.0]","[34012.0, 52444.0, 28900.0, 42337.0]",Value 1,Value 86,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 558,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 2', 'Value 2', 'Value 2', 'Value 3']","[0.0, 277632.0, 1204488.0, 3205125.0, 4501141.0]","[nan, 277632.0, 926856.0, 2000637.0, 1296016.0]","[1.0, 4.0, 1.0, 3.0, 4.0]","[34012.0, 52444.0, 28900.0, 42337.0, 42353.0]",Value 1,Value 86,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[3.0],[39924.0],Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 18']","[0.0, 418292.0]","[nan, 418292.0]","[3.0, 1.0]","[39924.0, 26216.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 18', 'Value 18']","[0.0, 418292.0, 684983.0]","[nan, 418292.0, 266691.0]","[3.0, 1.0, 4.0]","[39924.0, 26216.0, 33707.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 18', 'Value 18', 'Value 18']","[0.0, 418292.0, 684983.0, 2409652.0]","[nan, 418292.0, 266691.0, 1724669.0]","[3.0, 1.0, 4.0, 3.0]","[39924.0, 26216.0, 33707.0, 30376.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 14', 'Value 18', 'Value 18', 'Value 18', 'Value 3']","[0.0, 418292.0, 684983.0, 2409652.0, 3705671.0]","[nan, 418292.0, 266691.0, 1724669.0, 1296019.0]","[3.0, 1.0, 4.0, 3.0, 4.0]","[39924.0, 26216.0, 33707.0, 30376.0, 30395.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 56,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[41578.0],Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 56,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 2']","[0.0, 25.0]","[nan, 25.0]","[0.0, 0.0]","[41578.0, 41603.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 56,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 5']","[0.0, 25.0, 3802047.0]","[nan, 25.0, 3802022.0]","[0.0, 0.0, 2.0]","[41578.0, 41603.0, 42025.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 561,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[53040.0],Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 561,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[0.0, 6119.0]","[nan, 6119.0]","[3.0, 3.0]","[53040.0, 59159.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 561,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 6', 'Value 17']","[0.0, 6119.0, 71799.0]","[nan, 6119.0, 65680.0]","[3.0, 3.0, 4.0]","[53040.0, 59159.0, 38439.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 561,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 6', 'Value 17', 'Value 5']","[0.0, 6119.0, 71799.0, 3801985.0]","[nan, 6119.0, 65680.0, 3730186.0]","[3.0, 3.0, 4.0, 5.0]","[53040.0, 59159.0, 38439.0, 53425.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 562,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[1.0],[60273.0],Value 1,Value 97,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 562,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2']","[0.0, 239745.0]","[nan, 239745.0]","[1.0, 4.0]","[60273.0, 40818.0]",Value 1,Value 97,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 562,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 2', 'Value 2']","[0.0, 239745.0, 577639.0]","[nan, 239745.0, 337894.0]","[1.0, 4.0, 1.0]","[60273.0, 40818.0, 33112.0]",Value 1,Value 97,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 562,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 2', 'Value 2', 'Value 5']","[0.0, 239745.0, 577639.0, 5097963.0]","[nan, 239745.0, 337894.0, 4520324.0]","[1.0, 4.0, 1.0, 4.0]","[60273.0, 40818.0, 33112.0, 60636.0]",Value 1,Value 97,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 563,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[25631.0],Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 563,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 12']","[0.0, 29441.0]","[nan, 29441.0]","[2.0, 2.0]","[25631.0, 55072.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 563,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 12', 'Value 12']","[0.0, 29441.0, 108364.0]","[nan, 29441.0, 78923.0]","[2.0, 2.0, 3.0]","[25631.0, 55072.0, 47595.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 563,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 12', 'Value 12', 'Value 5']","[0.0, 29441.0, 108364.0, 3224558.0]","[nan, 29441.0, 78923.0, 3116194.0]","[2.0, 2.0, 3.0, 4.0]","[25631.0, 55072.0, 47595.0, 53389.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 564,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[38560.0],Value 1,Value 194,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 564,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 7528.0]","[nan, 7528.0]","[3.0, 3.0]","[38560.0, 46088.0]",Value 1,Value 194,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 564,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 12']","[0.0, 7528.0, 684468.0]","[nan, 7528.0, 676940.0]","[3.0, 3.0, 4.0]","[38560.0, 46088.0, 31828.0]",Value 1,Value 194,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 564,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 12', 'Value 5']","[0.0, 7528.0, 684468.0, 2851704.0]","[nan, 7528.0, 676940.0, 2167236.0]","[3.0, 3.0, 4.0, 1.0]","[38560.0, 46088.0, 31828.0, 39064.0]",Value 1,Value 194,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 566,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[40753.0],Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 4']","[0.0, 1044933.0]","[nan, 1044933.0]","[4.0, 2.0]","[40753.0, 48886.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 4', 'Value 1']","[0.0, 1044933.0, 1469392.0]","[nan, 1044933.0, 424459.0]","[4.0, 2.0, 0.0]","[40753.0, 48886.0, 41345.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 4', 'Value 1', 'Value 1']","[0.0, 1044933.0, 1469392.0, 1475787.0]","[nan, 1044933.0, 424459.0, 6395.0]","[4.0, 2.0, 0.0, 0.0]","[40753.0, 48886.0, 41345.0, 47740.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 4', 'Value 1', 'Value 1', 'Value 1']","[0.0, 1044933.0, 1469392.0, 1475787.0, 1488094.0]","[nan, 1044933.0, 424459.0, 6395.0, 12307.0]","[4.0, 2.0, 0.0, 0.0, 0.0]","[40753.0, 48886.0, 41345.0, 47740.0, 60047.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 4', 'Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 1044933.0, 1469392.0, 1475787.0, 1488094.0, 1546908.0]","[nan, 1044933.0, 424459.0, 6395.0, 12307.0, 58814.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 1.0]","[40753.0, 48886.0, 41345.0, 47740.0, 60047.0, 32461.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 566,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 2', 'Value 4', 'Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 3']","[0.0, 1044933.0, 1469392.0, 1475787.0, 1488094.0, 1546908.0, 2842923.0]","[nan, 1044933.0, 424459.0, 6395.0, 12307.0, 58814.0, 1296015.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0]","[40753.0, 48886.0, 41345.0, 47740.0, 60047.0, 32461.0, 32476.0]",Value 1,Value 196,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 568,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[1.0],[28539.0],Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 568,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 7.0]","[nan, 7.0]","[1.0, 1.0]","[28539.0, 28546.0]",Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 568,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 7.0, 114529.0]","[nan, 7.0, 114522.0]","[1.0, 1.0, 2.0]","[28539.0, 28546.0, 56668.0]",Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 568,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 7.0, 114529.0, 4147503.0]","[nan, 7.0, 114522.0, 4032974.0]","[1.0, 1.0, 2.0, 0.0]","[28539.0, 28546.0, 56668.0, 28842.0]",Value 1,Value 18,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 570,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[47116.0],Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 570,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 1944.0]","[nan, 1944.0]","[1.0, 1.0]","[47116.0, 49060.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 570,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 1944.0, 8123.0]","[nan, 1944.0, 6179.0]","[1.0, 1.0, 1.0]","[47116.0, 49060.0, 55239.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 570,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 1944.0, 8123.0, 3283528.0]","[nan, 1944.0, 6179.0, 3275405.0]","[1.0, 1.0, 1.0, 4.0]","[47116.0, 49060.0, 55239.0, 47444.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 571,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[38478.0],Value 1,Value 198,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 571,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 13']","[0.0, 97952.0]","[nan, 97952.0]","[1.0, 2.0]","[38478.0, 50030.0]",Value 1,Value 198,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 571,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 13', 'Value 13']","[0.0, 97952.0, 2588193.0]","[nan, 97952.0, 2490241.0]","[1.0, 2.0, 3.0]","[38478.0, 50030.0, 34671.0]",Value 1,Value 198,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 571,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 13', 'Value 13', 'Value 13']","[0.0, 97952.0, 2588193.0, 3625232.0]","[nan, 97952.0, 2490241.0, 1037039.0]","[1.0, 2.0, 3.0, 1.0]","[38478.0, 50030.0, 34671.0, 34910.0]",Value 1,Value 198,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 571,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 13', 'Value 13', 'Value 13', 'Value 13']","[0.0, 97952.0, 2588193.0, 3625232.0, 3625480.0]","[nan, 97952.0, 2490241.0, 1037039.0, 248.0]","[1.0, 2.0, 3.0, 1.0, 1.0]","[38478.0, 50030.0, 34671.0, 34910.0, 35158.0]",Value 1,Value 198,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
