case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 137837,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 80.0]","[nan, 80.0]","[0.0, 0.0]","[29278.0, 29358.0]",13.702972852624438
declaration 137837,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 80.0, 158.0]","[nan, 80.0, 78.0]","[0.0, 0.0, 0.0]","[29278.0, 29358.0, 29436.0]",13.702972852624438
declaration 137837,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 80.0, 158.0, 90194.0]","[nan, 80.0, 78.0, 90036.0]","[0.0, 0.0, 0.0, 1.0]","[29278.0, 29358.0, 29436.0, 33072.0]",13.702972852624438
declaration 137837,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 80.0, 158.0, 90194.0, 91991.0]","[nan, 80.0, 78.0, 90036.0, 1797.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[29278.0, 29358.0, 29436.0, 33072.0, 34869.0]",13.702972852624438
declaration 137837,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 80.0, 158.0, 90194.0, 91991.0, 292989.0]","[nan, 80.0, 78.0, 90036.0, 1797.0, 200998.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[29278.0, 29358.0, 29436.0, 33072.0, 34869.0, 63067.0]",13.702972852624438
declaration 137843,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[41163.0],9.812246970308276
declaration 137843,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 72.0]","[nan, 72.0]","[3.0, 3.0]","[41163.0, 41235.0]",9.812246970308276
declaration 137843,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 72.0, 7762.0]","[nan, 72.0, 7690.0]","[3.0, 3.0, 3.0]","[41163.0, 41235.0, 48925.0]",9.812246970308276
declaration 137843,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 72.0, 7762.0, 551804.0]","[nan, 72.0, 7690.0, 544042.0]","[3.0, 3.0, 3.0, 2.0]","[41163.0, 41235.0, 48925.0, 74567.0]",9.812246970308276
declaration 137843,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 72.0, 7762.0, 551804.0, 2854958.0]","[nan, 72.0, 7690.0, 544042.0, 2303154.0]","[3.0, 3.0, 3.0, 2.0, 1.0]","[41163.0, 41235.0, 48925.0, 74567.0, 44921.0]",9.812246970308276
declaration 137843,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 72.0, 7762.0, 551804.0, 2854958.0, 3045932.0]","[nan, 72.0, 7690.0, 544042.0, 2303154.0, 190974.0]","[3.0, 3.0, 3.0, 2.0, 1.0, 3.0]","[41163.0, 41235.0, 48925.0, 74567.0, 44921.0, 63095.0]",9.812246970308276
declaration 137849,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[41776.0],85.49014342277094
declaration 137849,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 53.0]","[nan, 53.0]","[3.0, 3.0]","[41776.0, 41829.0]",85.49014342277094
declaration 137849,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 53.0, 76900.0]","[nan, 53.0, 76847.0]","[3.0, 3.0, 4.0]","[41776.0, 41829.0, 32276.0]",85.49014342277094
declaration 137849,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 53.0, 76900.0, 355002.0]","[nan, 53.0, 76847.0, 278102.0]","[3.0, 3.0, 4.0, 0.0]","[41776.0, 41829.0, 32276.0, 51178.0]",85.49014342277094
declaration 137849,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 53.0, 76900.0, 355002.0, 626112.0]","[nan, 53.0, 76847.0, 278102.0, 271110.0]","[3.0, 3.0, 4.0, 0.0, 3.0]","[41776.0, 41829.0, 32276.0, 51178.0, 63088.0]",85.49014342277094
declaration 137854,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[41814.0],0.0
declaration 137854,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 12.0]","[nan, 12.0]","[3.0, 3.0]","[41814.0, 41826.0]",0.0
declaration 137854,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 12.0, 96210.0]","[nan, 12.0, 96198.0]","[3.0, 3.0, 4.0]","[41814.0, 41826.0, 51624.0]",0.0
declaration 137858,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[45144.0],32.69556505715166
declaration 137858,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 315.0]","[nan, 315.0]","[3.0, 3.0]","[45144.0, 45459.0]",32.69556505715166
declaration 137858,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 315.0, 333946.0]","[nan, 315.0, 333631.0]","[3.0, 3.0, 0.0]","[45144.0, 45459.0, 33490.0]",32.69556505715166
declaration 137858,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 315.0, 333946.0, 924179.0]","[nan, 315.0, 333631.0, 590233.0]","[3.0, 3.0, 0.0, 0.0]","[45144.0, 45459.0, 33490.0, 18923.0]",32.69556505715166
declaration 137858,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 315.0, 333946.0, 924179.0, 1818420.0]","[nan, 315.0, 333631.0, 590233.0, 894241.0]","[3.0, 3.0, 0.0, 0.0, 3.0]","[45144.0, 45459.0, 33490.0, 18923.0, 49164.0]",32.69556505715166
declaration 137858,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 315.0, 333946.0, 924179.0, 1818420.0, 2177928.0]","[nan, 315.0, 333631.0, 590233.0, 894241.0, 359508.0]","[3.0, 3.0, 0.0, 0.0, 3.0, 0.0]","[45144.0, 45459.0, 33490.0, 18923.0, 49164.0, 63072.0]",32.69556505715166
declaration 137864,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[57330.0],6.6674818789971
declaration 137864,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 6.0]","[nan, 6.0]","[3.0, 3.0]","[57330.0, 57336.0]",6.6674818789971
declaration 137864,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 6.0, 61604.0]","[nan, 6.0, 61598.0]","[3.0, 3.0, 4.0]","[57330.0, 57336.0, 32534.0]",6.6674818789971
declaration 137864,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 6.0, 61604.0, 67265.0]","[nan, 6.0, 61598.0, 5661.0]","[3.0, 3.0, 4.0, 4.0]","[57330.0, 57336.0, 32534.0, 38195.0]",6.6674818789971
declaration 137864,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 6.0, 61604.0, 67265.0, 351337.0]","[nan, 6.0, 61598.0, 5661.0, 284072.0]","[3.0, 3.0, 4.0, 4.0, 0.0]","[57330.0, 57336.0, 32534.0, 38195.0, 63067.0]",6.6674818789971
declaration 137878,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[68652.0],115.28945627879996
declaration 137878,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 14.0]","[nan, 14.0]","[3.0, 3.0]","[68652.0, 68666.0]",115.28945627879996
declaration 137878,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 14.0, 318085.0]","[nan, 14.0, 318071.0]","[3.0, 3.0, 0.0]","[68652.0, 68666.0, 41137.0]",115.28945627879996
declaration 137878,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 14.0, 318085.0, 395931.0]","[nan, 14.0, 318071.0, 77846.0]","[3.0, 3.0, 0.0, 1.0]","[68652.0, 68666.0, 41137.0, 32583.0]",115.28945627879996
declaration 137878,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 14.0, 318085.0, 395931.0, 491759.0]","[nan, 14.0, 318071.0, 77846.0, 95828.0]","[3.0, 3.0, 0.0, 1.0, 2.0]","[68652.0, 68666.0, 41137.0, 32583.0, 42011.0]",115.28945627879996
declaration 137878,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 14.0, 318085.0, 395931.0, 491759.0, 599236.0]","[nan, 14.0, 318071.0, 77846.0, 95828.0, 107477.0]","[3.0, 3.0, 0.0, 1.0, 2.0, 3.0]","[68652.0, 68666.0, 41137.0, 32583.0, 42011.0, 63088.0]",115.28945627879996
declaration 137889,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[53041.0],22.436264965288643
declaration 137889,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 10.0]","[nan, 10.0]","[4.0, 4.0]","[53041.0, 53051.0]",22.436264965288643
declaration 137889,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 10.0, 235625.0]","[nan, 10.0, 235615.0]","[4.0, 4.0, 0.0]","[53041.0, 53051.0, 29466.0]",22.436264965288643
declaration 137889,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 10.0, 235625.0, 250769.0]","[nan, 10.0, 235615.0, 15144.0]","[4.0, 4.0, 0.0, 0.0]","[53041.0, 53051.0, 29466.0, 44610.0]",22.436264965288643
declaration 137889,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 10.0, 235625.0, 250769.0, 528447.0]","[nan, 10.0, 235615.0, 15144.0, 277678.0]","[4.0, 4.0, 0.0, 0.0, 3.0]","[53041.0, 53051.0, 29466.0, 44610.0, 63088.0]",22.436264965288643
declaration 137894,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[54105.0],0.0
declaration 137894,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9918671.0]","[nan, 9918671.0]","[4.0, 0.0]","[54105.0, 36776.0]",0.0
declaration 137897,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[37427.0],79.09496186142009
declaration 137897,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 286.0]","[nan, 286.0]","[0.0, 0.0]","[37427.0, 37713.0]",79.09496186142009
declaration 137897,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 286.0, 10372.0]","[nan, 286.0, 10086.0]","[0.0, 0.0, 0.0]","[37427.0, 37713.0, 47799.0]",79.09496186142009
declaration 137897,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 286.0, 10372.0, 77448.0]","[nan, 286.0, 10086.0, 67076.0]","[0.0, 0.0, 0.0, 1.0]","[37427.0, 37713.0, 47799.0, 28475.0]",79.09496186142009
declaration 137897,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 286.0, 10372.0, 77448.0, 80400.0]","[nan, 286.0, 10086.0, 67076.0, 2952.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[37427.0, 37713.0, 47799.0, 28475.0, 31427.0]",79.09496186142009
declaration 137897,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 286.0, 10372.0, 77448.0, 80400.0, 284861.0]","[nan, 286.0, 10086.0, 67076.0, 2952.0, 204461.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[37427.0, 37713.0, 47799.0, 28475.0, 31427.0, 63088.0]",79.09496186142009
declaration 137903,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[37893.0],7.029932997048604
declaration 137903,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 37.0]","[nan, 37.0]","[0.0, 0.0]","[37893.0, 37930.0]",7.029932997048604
declaration 137903,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 37.0, 3369.0]","[nan, 37.0, 3332.0]","[0.0, 0.0, 0.0]","[37893.0, 37930.0, 41262.0]",7.029932997048604
declaration 137903,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 37.0, 3369.0, 80996.0]","[nan, 37.0, 3332.0, 77627.0]","[0.0, 0.0, 0.0, 1.0]","[37893.0, 37930.0, 41262.0, 32489.0]",7.029932997048604
declaration 137903,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 37.0, 3369.0, 80996.0, 80997.0]","[nan, 37.0, 3332.0, 77627.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[37893.0, 37930.0, 41262.0, 32489.0, 32490.0]",7.029932997048604
declaration 137903,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 37.0, 3369.0, 80996.0, 80997.0, 284395.0]","[nan, 37.0, 3332.0, 77627.0, 1.0, 203398.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[37893.0, 37930.0, 41262.0, 32489.0, 32490.0, 63088.0]",7.029932997048604
declaration 137914,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[40111.0],50.92840910996156
declaration 137914,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 36.0]","[nan, 36.0]","[0.0, 0.0]","[40111.0, 40147.0]",50.92840910996156
declaration 137914,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 36.0, 657.0]","[nan, 36.0, 621.0]","[0.0, 0.0, 0.0]","[40111.0, 40147.0, 40768.0]",50.92840910996156
declaration 137914,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 36.0, 657.0, 73941.0]","[nan, 36.0, 621.0, 73284.0]","[0.0, 0.0, 0.0, 1.0]","[40111.0, 40147.0, 40768.0, 27652.0]",50.92840910996156
declaration 137914,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 36.0, 657.0, 73941.0, 282177.0]","[nan, 36.0, 621.0, 73284.0, 208236.0]","[0.0, 0.0, 0.0, 1.0, 3.0]","[40111.0, 40147.0, 40768.0, 27652.0, 63088.0]",50.92840910996156
