CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,product,responsible_section,service_level,service_type,support_section,workgroup
Case 817,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13', 'Value 13', 'Value 13', 'Value 13']","[0.0, 62588.0, 62693.0, 144169.0, 145566.0, 1467750.0]","[nan, 62588.0, 105.0, 81476.0, 1397.0, 1322184.0]","[0.0, 1.0, 1.0, 2.0, 2.0, 3.0]","[55078.0, 31266.0, 31371.0, 26447.0, 27844.0, 54028.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 818,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[28709.0],Value 1,Value 12,Value 1,Value 3,Value 1,Value 1,Value 1
Case 818,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 10']","[0.0, 1485.0]","[nan, 1485.0]","[1.0, 1.0]","[28709.0, 30194.0]",Value 1,Value 12,Value 1,Value 3,Value 1,Value 1,Value 1
Case 818,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 10', 'Value 10']","[0.0, 1485.0, 1903.0]","[nan, 1485.0, 418.0]","[1.0, 1.0, 1.0]","[28709.0, 30194.0, 30612.0]",Value 1,Value 12,Value 1,Value 3,Value 1,Value 1,Value 1
Case 819,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[29429.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 819,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 16739.0]","[nan, 16739.0]","[4.0, 4.0]","[29429.0, 46168.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 819,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 16739.0, 354778.0]","[nan, 16739.0, 338039.0]","[4.0, 4.0, 1.0]","[29429.0, 46168.0, 38607.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 82,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[3.0],[53724.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 82,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 541.0]","[nan, 541.0]","[3.0, 3.0]","[53724.0, 54265.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 82,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 541.0, 430819.0]","[nan, 541.0, 430278.0]","[3.0, 3.0, 1.0]","[53724.0, 54265.0, 52543.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 82,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 541.0, 430819.0, 1646068.0]","[nan, 541.0, 430278.0, 1215249.0]","[3.0, 3.0, 1.0, 1.0]","[53724.0, 54265.0, 52543.0, 58192.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 820,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[4.0],[47520.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 820,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 6']","[0.0, 1212815.0]","[nan, 1212815.0]","[4.0, 4.0]","[47520.0, 50735.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 820,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 6', 'Value 9']","[0.0, 1212815.0, 1554051.0]","[nan, 1212815.0, 341236.0]","[4.0, 4.0, 1.0]","[47520.0, 50735.0, 46371.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 821,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[61099.0],Value 1,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 821,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 68189.0]","[nan, 68189.0]","[2.0, 3.0]","[61099.0, 42888.0]",Value 1,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 821,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 12']","[0.0, 68189.0, 1352338.0]","[nan, 68189.0, 1284149.0]","[2.0, 3.0, 4.0]","[61099.0, 42888.0, 31037.0]",Value 1,Value 7,Value 1,Value 2,Value 1,Value 1,Value 2
Case 822,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[42716.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 822,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 15.0]","[nan, 15.0]","[3.0, 3.0]","[42716.0, 42731.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 822,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 15.0, 7770.0]","[nan, 15.0, 7755.0]","[3.0, 3.0, 3.0]","[42716.0, 42731.0, 50486.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 824,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[37981.0],Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 824,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1546698.0]","[nan, 1546698.0]","[3.0, 0.0]","[37981.0, 29479.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 824,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 9']","[0.0, 1546698.0, 1547467.0]","[nan, 1546698.0, 769.0]","[3.0, 0.0, 0.0]","[37981.0, 29479.0, 30248.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 825,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[57167.0],Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 825,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 2050441.0]","[nan, 2050441.0]","[4.0, 0.0]","[57167.0, 34008.0]",Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 825,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 4']","[0.0, 2050441.0, 2230622.0]","[nan, 2050441.0, 180181.0]","[4.0, 0.0, 2.0]","[57167.0, 34008.0, 41389.0]",Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 827,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[38942.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 827,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 182712.0]","[nan, 182712.0]","[0.0, 2.0]","[38942.0, 48854.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 827,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[0.0, 182712.0, 182890.0]","[nan, 182712.0, 178.0]","[0.0, 2.0, 2.0]","[38942.0, 48854.0, 49032.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 827,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9']","[0.0, 182712.0, 182890.0, 339699.0]","[nan, 182712.0, 178.0, 156809.0]","[0.0, 2.0, 2.0, 4.0]","[38942.0, 48854.0, 49032.0, 33041.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 829,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[52502.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 829,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 2995.0]","[nan, 2995.0]","[1.0, 1.0]","[52502.0, 55497.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 829,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 2995.0, 164021.0]","[nan, 2995.0, 161026.0]","[1.0, 1.0, 3.0]","[52502.0, 55497.0, 43723.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 831,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[1.0],[58146.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 831,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 9']","[0.0, 83381.0]","[nan, 83381.0]","[1.0, 2.0]","[58146.0, 55127.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 831,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 9', 'Value 9']","[0.0, 83381.0, 591244.0]","[nan, 83381.0, 507863.0]","[1.0, 2.0, 1.0]","[58146.0, 55127.0, 44590.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 831,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 9', 'Value 9', 'Value 9']","[0.0, 83381.0, 591244.0, 1804677.0]","[nan, 83381.0, 507863.0, 1213433.0]","[1.0, 2.0, 1.0, 1.0]","[58146.0, 55127.0, 44590.0, 48423.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 832,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[60633.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 832,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 16.0]","[nan, 16.0]","[2.0, 2.0]","[60633.0, 60649.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 832,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 16.0, 71.0]","[nan, 16.0, 55.0]","[2.0, 2.0, 2.0]","[60633.0, 60649.0, 60704.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 833,1,['Insert ticket'],['Value 14'],[0.0],[nan],[2.0],[26434.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 833,2,"['Insert ticket', 'Assign seriousness']","['Value 14', 'Value 14']","[0.0, 49.0]","[nan, 49.0]","[2.0, 2.0]","[26434.0, 26483.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 833,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14', 'Value 14']","[0.0, 49.0, 61.0]","[nan, 49.0, 12.0]","[2.0, 2.0, 2.0]","[26434.0, 26483.0, 26495.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 833,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14', 'Value 14']","[0.0, 49.0, 61.0, 81.0]","[nan, 49.0, 12.0, 20.0]","[2.0, 2.0, 2.0, 2.0]","[26434.0, 26483.0, 26495.0, 26515.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 836,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[47277.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 836,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 617703.0]","[nan, 617703.0]","[2.0, 2.0]","[47277.0, 60180.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 836,3,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly']","['Value 4', 'Value 2', 'Value 2']","[0.0, 617703.0, 682422.0]","[nan, 617703.0, 64719.0]","[2.0, 2.0, 3.0]","[47277.0, 60180.0, 38499.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 836,4,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Resolve SW anomaly']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[0.0, 617703.0, 682422.0, 682433.0]","[nan, 617703.0, 64719.0, 11.0]","[2.0, 2.0, 3.0, 3.0]","[47277.0, 60180.0, 38499.0, 38510.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 836,5,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 9']","[0.0, 617703.0, 682422.0, 682433.0, 760674.0]","[nan, 617703.0, 64719.0, 11.0, 78241.0]","[2.0, 2.0, 3.0, 3.0, 4.0]","[47277.0, 60180.0, 38499.0, 38510.0, 30351.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 836,6,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 9', 'Value 9']","[0.0, 617703.0, 682422.0, 682433.0, 760674.0, 2583080.0]","[nan, 617703.0, 64719.0, 11.0, 78241.0, 1822406.0]","[2.0, 2.0, 3.0, 3.0, 4.0, 4.0]","[47277.0, 60180.0, 38499.0, 38510.0, 30351.0, 38357.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 837,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[33096.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 837,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 57.0]","[nan, 57.0]","[2.0, 2.0]","[33096.0, 33153.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 837,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 57.0, 125.0]","[nan, 57.0, 68.0]","[2.0, 2.0, 2.0]","[33096.0, 33153.0, 33221.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 838,1,['Assign seriousness'],['Value 6'],[0.0],[nan],[1.0],[27921.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 838,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 2']","[0.0, 565.0]","[nan, 565.0]","[1.0, 1.0]","[27921.0, 28486.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 838,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 6', 'Value 2', 'Value 2']","[0.0, 565.0, 3289526.0]","[nan, 565.0, 3288961.0]","[1.0, 1.0, 4.0]","[27921.0, 28486.0, 34247.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 839,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[4.0],[26199.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 839,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 1']","[0.0, 632994.0]","[nan, 632994.0]","[4.0, 4.0]","[26199.0, 54393.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 839,3,"['Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 632994.0, 1472123.0]","[nan, 632994.0, 839129.0]","[4.0, 4.0, 0.0]","[26199.0, 54393.0, 29522.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 84,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[4.0],[33354.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 84,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[0.0, 23.0]","[nan, 23.0]","[4.0, 4.0]","[33354.0, 33377.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 84,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14']","[0.0, 23.0, 40.0]","[nan, 23.0, 17.0]","[4.0, 4.0, 4.0]","[33354.0, 33377.0, 33394.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 840,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[34116.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 840,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 81113.0]","[nan, 81113.0]","[3.0, 4.0]","[34116.0, 28829.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 840,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 81113.0, 1145450.0]","[nan, 81113.0, 1064337.0]","[3.0, 4.0, 2.0]","[34116.0, 28829.0, 56366.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 841,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[32536.0],Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 841,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 1988917.0]","[nan, 1988917.0]","[2.0, 4.0]","[32536.0, 34253.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 841,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 1988917.0, 1989048.0]","[nan, 1988917.0, 131.0]","[2.0, 4.0, 4.0]","[32536.0, 34253.0, 34384.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 844,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[33907.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 844,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 891.0]","[nan, 891.0]","[2.0, 2.0]","[33907.0, 34798.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 844,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 891.0, 16862.0]","[nan, 891.0, 15971.0]","[2.0, 2.0, 2.0]","[33907.0, 34798.0, 50769.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 845,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[56068.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 845,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 661212.0]","[nan, 661212.0]","[0.0, 1.0]","[56068.0, 26080.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 845,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 661212.0, 687076.0]","[nan, 661212.0, 25864.0]","[0.0, 1.0, 1.0]","[56068.0, 26080.0, 51944.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 845,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 2']","[0.0, 661212.0, 687076.0, 2069636.0]","[nan, 661212.0, 25864.0, 1382560.0]","[0.0, 1.0, 1.0, 3.0]","[56068.0, 26080.0, 51944.0, 52104.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 846,1,['Insert ticket'],['Value 15'],[0.0],[nan],[0.0],[42767.0],Value 1,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 846,2,"['Insert ticket', 'Assign seriousness']","['Value 15', 'Value 2']","[0.0, 242.0]","[nan, 242.0]","[0.0, 0.0]","[42767.0, 43009.0]",Value 1,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 846,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 15', 'Value 2', 'Value 15']","[0.0, 242.0, 599091.0]","[nan, 242.0, 598849.0]","[0.0, 0.0, 0.0]","[42767.0, 43009.0, 37058.0]",Value 1,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 846,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 15', 'Value 2', 'Value 15', 'Value 15']","[0.0, 242.0, 599091.0, 599315.0]","[nan, 242.0, 598849.0, 224.0]","[0.0, 0.0, 0.0, 0.0]","[42767.0, 43009.0, 37058.0, 37282.0]",Value 1,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 847,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[37471.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 847,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 13']","[0.0, 168605.0]","[nan, 168605.0]","[0.0, 2.0]","[37471.0, 33276.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 847,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 13', 'Value 2']","[0.0, 168605.0, 191998.0]","[nan, 168605.0, 23393.0]","[0.0, 2.0, 2.0]","[37471.0, 33276.0, 56669.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 848,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[52571.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 848,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 589.0]","[nan, 589.0]","[3.0, 3.0]","[52571.0, 53160.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 848,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9']","[0.0, 589.0, 1120540.0]","[nan, 589.0, 1119951.0]","[3.0, 3.0, 2.0]","[52571.0, 53160.0, 49911.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 849,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[36662.0],Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 849,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1377411.0]","[nan, 1377411.0]","[1.0, 3.0]","[36662.0, 31673.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 849,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1377411.0, 1399116.0]","[nan, 1377411.0, 21705.0]","[1.0, 3.0, 3.0]","[36662.0, 31673.0, 53378.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 85,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[61310.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 85,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 115.0]","[nan, 115.0]","[3.0, 3.0]","[61310.0, 61425.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 85,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9']","[0.0, 115.0, 666023.0]","[nan, 115.0, 665908.0]","[3.0, 3.0, 4.0]","[61310.0, 61425.0, 36133.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 850,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[2.0],[37857.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 850,2,"['Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13']","[0.0, 522571.0]","[nan, 522571.0]","[2.0, 1.0]","[37857.0, 42028.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 851,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[4.0],[50608.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 851,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 238556.0]","[nan, 238556.0]","[4.0, 0.0]","[50608.0, 29964.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 851,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 238556.0, 589189.0]","[nan, 238556.0, 350633.0]","[4.0, 0.0, 4.0]","[50608.0, 29964.0, 34997.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 853,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[32028.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 853,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 14.0]","[nan, 14.0]","[0.0, 0.0]","[32028.0, 32042.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 853,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 14.0, 5112.0]","[nan, 14.0, 5098.0]","[0.0, 0.0, 0.0]","[32028.0, 32042.0, 37140.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 854,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[57291.0],Value 1,Value 4,Value 1,Value 3,Value 1,Value 1,Value 1
Case 854,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 25.0]","[nan, 25.0]","[1.0, 1.0]","[57291.0, 57316.0]",Value 1,Value 4,Value 1,Value 3,Value 1,Value 1,Value 1
Case 854,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 25.0, 161.0]","[nan, 25.0, 136.0]","[1.0, 1.0, 1.0]","[57291.0, 57316.0, 57452.0]",Value 1,Value 4,Value 1,Value 3,Value 1,Value 1,Value 1
