case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 143122,8,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 67968.0, 68594.0, 70196.0, 70199.0, 535243.0, 918885.0, 1210300.0]","[nan, 67968.0, 626.0, 1602.0, 3.0, 465044.0, 383642.0, 291415.0]","[3.0, 4.0, 4.0, 4.0, 4.0, 2.0, 0.0, 3.0]","[62393.0, 43961.0, 44587.0, 46189.0, 46192.0, 79236.0, 30878.0, 63093.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 136877,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[68352.0],budget 86566,declaration number 136878,15.322578655267506
declaration 136877,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 278.0]","[nan, 278.0]","[3.0, 3.0]","[68352.0, 68630.0]",budget 86566,declaration number 136878,15.322578655267506
declaration 136877,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 278.0, 400641.0]","[nan, 278.0, 400363.0]","[3.0, 3.0, 1.0]","[68352.0, 68630.0, 36993.0]",budget 86566,declaration number 136878,15.322578655267506
declaration 136877,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 278.0, 400641.0, 401554.0]","[nan, 278.0, 400363.0, 913.0]","[3.0, 3.0, 1.0, 1.0]","[68352.0, 68630.0, 36993.0, 37906.0]",budget 86566,declaration number 136878,15.322578655267506
declaration 136877,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 278.0, 400641.0, 401554.0, 599527.0]","[nan, 278.0, 400363.0, 913.0, 197973.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[68352.0, 68630.0, 36993.0, 37906.0, 63079.0]",budget 86566,declaration number 136878,15.322578655267506
declaration 136882,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[68773.0],budget 86566,declaration number 136883,7.661289327633753
declaration 136882,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 2.0]","[nan, 2.0]","[3.0, 3.0]","[68773.0, 68775.0]",budget 86566,declaration number 136883,7.661289327633753
declaration 136882,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 2.0, 400087.0]","[nan, 2.0, 400085.0]","[3.0, 3.0, 1.0]","[68773.0, 68775.0, 36860.0]",budget 86566,declaration number 136883,7.661289327633753
declaration 136882,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 2.0, 400087.0, 401132.0]","[nan, 2.0, 400085.0, 1045.0]","[3.0, 3.0, 1.0, 1.0]","[68773.0, 68775.0, 36860.0, 37905.0]",budget 86566,declaration number 136883,7.661289327633753
declaration 136882,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 2.0, 400087.0, 401132.0, 599106.0]","[nan, 2.0, 400085.0, 1045.0, 197974.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[68773.0, 68775.0, 36860.0, 37905.0, 63079.0]",budget 86566,declaration number 136883,7.661289327633753
declaration 136887,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[69589.0],budget 86566,declaration number 136888,97.5537507718698
declaration 136887,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 2.0]","[nan, 2.0]","[3.0, 3.0]","[69589.0, 69591.0]",budget 86566,declaration number 136888,97.5537507718698
declaration 136887,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 2.0, 399260.0]","[nan, 2.0, 399258.0]","[3.0, 3.0, 1.0]","[69589.0, 69591.0, 36849.0]",budget 86566,declaration number 136888,97.5537507718698
declaration 136887,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 2.0, 399260.0, 400318.0]","[nan, 2.0, 399258.0, 1058.0]","[3.0, 3.0, 1.0, 1.0]","[69589.0, 69591.0, 36849.0, 37907.0]",budget 86566,declaration number 136888,97.5537507718698
declaration 136887,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 2.0, 399260.0, 400318.0, 598290.0]","[nan, 2.0, 399258.0, 1058.0, 197972.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[69589.0, 69591.0, 36849.0, 37907.0, 63079.0]",budget 86566,declaration number 136888,97.5537507718698
declaration 132785,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[27321.0],budget 86566,declaration number 132786,6.765859580456246
declaration 132785,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[4.0, 4.0]","[27321.0, 27325.0]",budget 86566,declaration number 132786,6.765859580456246
declaration 132785,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 4.0, 10338.0]","[nan, 4.0, 10334.0]","[4.0, 4.0, 4.0]","[27321.0, 27325.0, 37659.0]",budget 86566,declaration number 132786,6.765859580456246
declaration 132785,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 10338.0, 20332.0]","[nan, 4.0, 10334.0, 9994.0]","[4.0, 4.0, 4.0, 4.0]","[27321.0, 27325.0, 37659.0, 47653.0]",budget 86566,declaration number 132786,6.765859580456246
declaration 132785,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 10338.0, 20332.0, 294961.0]","[nan, 4.0, 10334.0, 9994.0, 274629.0]","[4.0, 4.0, 4.0, 4.0, 0.0]","[27321.0, 27325.0, 37659.0, 47653.0, 63082.0]",budget 86566,declaration number 132786,6.765859580456246
declaration 142270,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[30724.0],budget 86566,declaration number 142271,12.554887902923934
declaration 142270,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[4.0, 4.0]","[30724.0, 30728.0]",budget 86566,declaration number 142271,12.554887902923934
declaration 142270,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 4.0, 22297.0]","[nan, 4.0, 22293.0]","[4.0, 4.0, 4.0]","[30724.0, 30728.0, 53021.0]",budget 86566,declaration number 142271,12.554887902923934
declaration 142270,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 4.0, 22297.0, 396914.0]","[nan, 4.0, 22293.0, 374617.0]","[4.0, 4.0, 4.0, 1.0]","[30724.0, 30728.0, 53021.0, 82038.0]",budget 86566,declaration number 142271,12.554887902923934
declaration 142270,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 22297.0, 396914.0, 1490682.0]","[nan, 4.0, 22293.0, 374617.0, 1093768.0]","[4.0, 4.0, 4.0, 1.0, 0.0]","[30724.0, 30728.0, 53021.0, 82038.0, 52606.0]",budget 86566,declaration number 142271,12.554887902923934
declaration 142270,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 22297.0, 396914.0, 1490682.0, 1760343.0]","[nan, 4.0, 22293.0, 374617.0, 1093768.0, 269661.0]","[4.0, 4.0, 4.0, 1.0, 0.0, 3.0]","[30724.0, 30728.0, 53021.0, 82038.0, 52606.0, 63067.0]",budget 86566,declaration number 142271,12.554887902923934
declaration 133289,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[35020.0],budget 86566,declaration number 133290,4.817684117733378
declaration 133289,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 2.0]","[nan, 2.0]","[4.0, 4.0]","[35020.0, 35022.0]",budget 86566,declaration number 133290,4.817684117733378
declaration 133289,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 2.0, 80.0]","[nan, 2.0, 78.0]","[4.0, 4.0, 4.0]","[35020.0, 35022.0, 35100.0]",budget 86566,declaration number 133290,4.817684117733378
declaration 133289,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 2.0, 80.0, 344066.0]","[nan, 2.0, 78.0, 343986.0]","[4.0, 4.0, 4.0, 1.0]","[35020.0, 35022.0, 35100.0, 33486.0]",budget 86566,declaration number 133290,4.817684117733378
declaration 133289,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 2.0, 80.0, 344066.0, 546459.0]","[nan, 2.0, 78.0, 343986.0, 202393.0]","[4.0, 4.0, 4.0, 1.0, 3.0]","[35020.0, 35022.0, 35100.0, 33486.0, 63079.0]",budget 86566,declaration number 133290,4.817684117733378
declaration 133294,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[36563.0],budget 86566,declaration number 133295,32.72375103969691
declaration 133294,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9.0]","[nan, 9.0]","[4.0, 4.0]","[36563.0, 36572.0]",budget 86566,declaration number 133295,32.72375103969691
declaration 133294,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 9.0, 347766.0]","[nan, 9.0, 347757.0]","[4.0, 4.0, 1.0]","[36563.0, 36572.0, 38729.0]",budget 86566,declaration number 133295,32.72375103969691
declaration 133294,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 9.0, 347766.0, 518238.0]","[nan, 9.0, 347757.0, 170472.0]","[4.0, 4.0, 1.0, 3.0]","[36563.0, 36572.0, 38729.0, 36401.0]",budget 86566,declaration number 133295,32.72375103969691
declaration 133294,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 9.0, 347766.0, 518238.0, 1220907.0]","[nan, 9.0, 347757.0, 170472.0, 702669.0]","[4.0, 4.0, 1.0, 3.0, 4.0]","[36563.0, 36572.0, 38729.0, 36401.0, 47870.0]",budget 86566,declaration number 133295,32.72375103969691
declaration 133294,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 347766.0, 518238.0, 1220907.0, 1495323.0]","[nan, 9.0, 347757.0, 170472.0, 702669.0, 274416.0]","[4.0, 4.0, 1.0, 3.0, 4.0, 0.0]","[36563.0, 36572.0, 38729.0, 36401.0, 47870.0, 63086.0]",budget 86566,declaration number 133295,32.72375103969691
declaration 129137,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[36878.0],budget 86566,declaration number 129138,79.08834796704923
declaration 129137,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 7000668.0]","[nan, 7000668.0]","[4.0, 1.0]","[36878.0, 39146.0]",budget 86566,declaration number 129138,79.08834796704923
declaration 129137,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 7000668.0, 7082296.0]","[nan, 7000668.0, 81628.0]","[4.0, 1.0, 2.0]","[36878.0, 39146.0, 34374.0]",budget 86566,declaration number 129138,79.08834796704923
declaration 129137,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 7000668.0, 7082296.0, 7104895.0]","[nan, 7000668.0, 81628.0, 22599.0]","[4.0, 1.0, 2.0, 2.0]","[36878.0, 39146.0, 34374.0, 56973.0]",budget 86566,declaration number 129138,79.08834796704923
declaration 129137,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 7000668.0, 7082296.0, 7104895.0, 7197423.0]","[nan, 7000668.0, 81628.0, 22599.0, 92528.0]","[4.0, 1.0, 2.0, 2.0, 3.0]","[36878.0, 39146.0, 34374.0, 56973.0, 63101.0]",budget 86566,declaration number 129138,79.08834796704923
declaration 136547,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[38295.0],budget 86566,declaration number 136548,46.361995351968815
declaration 136547,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9.0]","[nan, 9.0]","[4.0, 4.0]","[38295.0, 38304.0]",budget 86566,declaration number 136548,46.361995351968815
declaration 136547,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 9.0, 8784.0]","[nan, 9.0, 8775.0]","[4.0, 4.0, 4.0]","[38295.0, 38304.0, 47079.0]",budget 86566,declaration number 136548,46.361995351968815
declaration 136547,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 9.0, 8784.0, 345567.0]","[nan, 9.0, 8775.0, 336783.0]","[4.0, 4.0, 4.0, 1.0]","[38295.0, 38304.0, 47079.0, 38262.0]",budget 86566,declaration number 136548,46.361995351968815
declaration 136547,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 9.0, 8784.0, 345567.0, 616454.0]","[nan, 9.0, 8775.0, 336783.0, 270887.0]","[4.0, 4.0, 4.0, 1.0, 4.0]","[38295.0, 38304.0, 47079.0, 38262.0, 49949.0]",budget 86566,declaration number 136548,46.361995351968815
declaration 136547,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 8784.0, 345567.0, 616454.0, 888787.0]","[nan, 9.0, 8775.0, 336783.0, 270887.0, 272333.0]","[4.0, 4.0, 4.0, 1.0, 4.0, 0.0]","[38295.0, 38304.0, 47079.0, 38262.0, 49949.0, 63082.0]",budget 86566,declaration number 136548,46.361995351968815
declaration 136553,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[39583.0],budget 86566,declaration number 136554,116.93736995462989
declaration 136553,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 336.0]","[nan, 336.0]","[4.0, 4.0]","[39583.0, 39919.0]",budget 86566,declaration number 136554,116.93736995462989
declaration 136553,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 336.0, 342345.0]","[nan, 336.0, 342009.0]","[4.0, 4.0, 1.0]","[39583.0, 39919.0, 36328.0]",budget 86566,declaration number 136554,116.93736995462989
declaration 136553,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 336.0, 342345.0, 607103.0]","[nan, 336.0, 342009.0, 264758.0]","[4.0, 4.0, 1.0, 4.0]","[39583.0, 39919.0, 36328.0, 41886.0]",budget 86566,declaration number 136554,116.93736995462989
declaration 136553,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 336.0, 342345.0, 607103.0, 887499.0]","[nan, 336.0, 342009.0, 264758.0, 280396.0]","[4.0, 4.0, 1.0, 4.0, 0.0]","[39583.0, 39919.0, 36328.0, 41886.0, 63082.0]",budget 86566,declaration number 136554,116.93736995462989
declaration 143130,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[40239.0],budget 86566,declaration number 143131,37.55304575413357
declaration 143130,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 14.0]","[nan, 14.0]","[4.0, 4.0]","[40239.0, 40253.0]",budget 86566,declaration number 143131,37.55304575413357
declaration 143130,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 14.0, 252699.0]","[nan, 14.0, 252685.0]","[4.0, 4.0, 0.0]","[40239.0, 40253.0, 33738.0]",budget 86566,declaration number 143131,37.55304575413357
declaration 143130,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 14.0, 252699.0, 452072.0]","[nan, 14.0, 252685.0, 199373.0]","[4.0, 4.0, 0.0, 2.0]","[40239.0, 40253.0, 33738.0, 60311.0]",budget 86566,declaration number 143131,37.55304575413357
declaration 143130,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 14.0, 252699.0, 452072.0, 886843.0]","[nan, 14.0, 252685.0, 199373.0, 434771.0]","[4.0, 4.0, 0.0, 2.0, 0.0]","[40239.0, 40253.0, 33738.0, 60311.0, 63082.0]",budget 86566,declaration number 143131,37.55304575413357
declaration 136558,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[40766.0],budget 86566,declaration number 136559,19.06272233392482
declaration 136558,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[4.0, 4.0]","[40766.0, 40769.0]",budget 86566,declaration number 136559,19.06272233392482
declaration 136558,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 258904.0]","[nan, 3.0, 258901.0]","[4.0, 4.0, 0.0]","[40766.0, 40769.0, 40470.0]",budget 86566,declaration number 136559,19.06272233392482
declaration 136558,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 258904.0, 356073.0]","[nan, 3.0, 258901.0, 97169.0]","[4.0, 4.0, 0.0, 1.0]","[40766.0, 40769.0, 40470.0, 51239.0]",budget 86566,declaration number 136559,19.06272233392482
