CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 3322,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 1', 'Value 1', 'Value 4']","[0.0, 7979.0, 10107.0, 12256.0, 349433.0]","[nan, 7979.0, 2128.0, 2149.0, 337177.0]","[3.0, 3.0, 3.0, 3.0, 0.0]","[30623.0, 38602.0, 40730.0, 42879.0, 34456.0]",3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3322,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 1', 'Value 1', 'Value 4', 'Value 5']","[0.0, 7979.0, 10107.0, 12256.0, 349433.0, 2941463.0]","[nan, 7979.0, 2128.0, 2149.0, 337177.0, 2592030.0]","[3.0, 3.0, 3.0, 3.0, 0.0, 2.0]","[30623.0, 38602.0, 40730.0, 42879.0, 34456.0, 34486.0]",3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3324,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[2.0],[32311.0],2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3324,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 1291092.0]","[nan, 1291092.0]","[2.0, 3.0]","[32311.0, 27403.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3324,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 2', 'Value 4']","[0.0, 1291092.0, 1294821.0]","[nan, 1291092.0, 3729.0]","[2.0, 3.0, 3.0]","[32311.0, 27403.0, 31132.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3324,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 4', 'Value 4']","[0.0, 1291092.0, 1294821.0, 1925968.0]","[nan, 1291092.0, 3729.0, 631147.0]","[2.0, 3.0, 3.0, 3.0]","[32311.0, 27403.0, 31132.0, 57479.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3324,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 14', 'Value 2', 'Value 4', 'Value 4', 'Value 3']","[0.0, 1291092.0, 1294821.0, 1925968.0, 3221981.0]","[nan, 1291092.0, 3729.0, 631147.0, 1296013.0]","[2.0, 3.0, 3.0, 3.0, 4.0]","[32311.0, 27403.0, 31132.0, 57479.0, 57492.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3325,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[30657.0],79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 1060.0]","[nan, 1060.0]","[2.0, 2.0]","[30657.0, 31717.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,3,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly']","['Value 4', 'Value 2', 'Value 2']","[0.0, 1060.0, 2995.0]","[nan, 1060.0, 1935.0]","[2.0, 2.0, 2.0]","[30657.0, 31717.0, 33652.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,4,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Take in charge ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1060.0, 2995.0, 85276.0]","[nan, 1060.0, 1935.0, 82281.0]","[2.0, 2.0, 2.0, 3.0]","[30657.0, 31717.0, 33652.0, 29533.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,5,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1060.0, 2995.0, 85276.0, 85335.0]","[nan, 1060.0, 1935.0, 82281.0, 59.0]","[2.0, 2.0, 2.0, 3.0, 3.0]","[30657.0, 31717.0, 33652.0, 29533.0, 29592.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,6,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1060.0, 2995.0, 85276.0, 85335.0, 2419110.0]","[nan, 1060.0, 1935.0, 82281.0, 59.0, 2333775.0]","[2.0, 2.0, 2.0, 3.0, 3.0, 2.0]","[30657.0, 31717.0, 33652.0, 29533.0, 29592.0, 30567.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3325,7,"['Assign seriousness', 'Take in charge ticket', 'Create SW anomaly', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 4', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 1060.0, 2995.0, 85276.0, 85335.0, 2419110.0, 4403356.0]","[nan, 1060.0, 1935.0, 82281.0, 59.0, 2333775.0, 1984246.0]","[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]","[30657.0, 31717.0, 33652.0, 29533.0, 29592.0, 30567.0, 27613.0]",79,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3326,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[36661.0],71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 5728.0]","[nan, 5728.0]","[4.0, 4.0]","[36661.0, 42389.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 5728.0, 13305.0]","[nan, 5728.0, 7577.0]","[4.0, 4.0, 4.0]","[36661.0, 42389.0, 49966.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 5728.0, 13305.0, 20762.0]","[nan, 5728.0, 7577.0, 7457.0]","[4.0, 4.0, 4.0, 4.0]","[36661.0, 42389.0, 49966.0, 57423.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 5728.0, 13305.0, 20762.0, 257187.0]","[nan, 5728.0, 7577.0, 7457.0, 236425.0]","[4.0, 4.0, 4.0, 4.0, 0.0]","[36661.0, 42389.0, 49966.0, 57423.0, 34648.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 5728.0, 13305.0, 20762.0, 257187.0, 279306.0]","[nan, 5728.0, 7577.0, 7457.0, 236425.0, 22119.0]","[4.0, 4.0, 4.0, 4.0, 0.0, 0.0]","[36661.0, 42389.0, 49966.0, 57423.0, 34648.0, 56767.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3326,7,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Create SW anomaly', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 5728.0, 13305.0, 20762.0, 257187.0, 279306.0, 4061412.0]","[nan, 5728.0, 7577.0, 7457.0, 236425.0, 22119.0, 3782106.0]","[4.0, 4.0, 4.0, 4.0, 0.0, 0.0, 2.0]","[36661.0, 42389.0, 49966.0, 57423.0, 34648.0, 56767.0, 37273.0]",71,Value 1,Value 19,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3329,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[50744.0],1,Value 1,Value 47,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3329,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 10']","[0.0, 409517.0]","[nan, 409517.0]","[3.0, 1.0]","[50744.0, 28261.0]",1,Value 1,Value 47,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3329,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 10', 'Value 4']","[0.0, 409517.0, 431150.0]","[nan, 409517.0, 21633.0]","[3.0, 1.0, 1.0]","[50744.0, 28261.0, 49894.0]",1,Value 1,Value 47,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3329,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 10', 'Value 4', 'Value 5']","[0.0, 409517.0, 431150.0, 4151099.0]","[nan, 409517.0, 21633.0, 3719949.0]","[3.0, 1.0, 1.0, 2.0]","[50744.0, 28261.0, 49894.0, 54643.0]",1,Value 1,Value 47,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3331,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[4.0],[47665.0],1,Value 1,Value 295,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3331,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 1460818.0]","[nan, 1460818.0]","[4.0, 0.0]","[47665.0, 39683.0]",1,Value 1,Value 295,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3331,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 9']","[0.0, 1460818.0, 2078204.0]","[nan, 1460818.0, 617386.0]","[4.0, 0.0, 0.0]","[47665.0, 39683.0, 52269.0]",1,Value 1,Value 295,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3331,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 9', 'Value 3']","[0.0, 1460818.0, 2078204.0, 3374222.0]","[nan, 1460818.0, 617386.0, 1296018.0]","[4.0, 0.0, 0.0, 1.0]","[47665.0, 39683.0, 52269.0, 52287.0]",1,Value 1,Value 295,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3332,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[31288.0],1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3332,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 373159.0]","[nan, 373159.0]","[4.0, 1.0]","[31288.0, 58847.0]",1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3332,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 15']","[0.0, 373159.0, 1474987.0]","[nan, 373159.0, 1101828.0]","[4.0, 1.0, 0.0]","[31288.0, 58847.0, 37475.0]",1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3332,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 15', 'Value 5']","[0.0, 373159.0, 1474987.0, 2851737.0]","[nan, 373159.0, 1101828.0, 1376750.0]","[4.0, 1.0, 0.0, 2.0]","[31288.0, 58847.0, 37475.0, 31825.0]",1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3333,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[30432.0],12,Value 1,Value 91,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3333,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2']","[0.0, 802980.0]","[nan, 802980.0]","[0.0, 2.0]","[30432.0, 55812.0]",12,Value 1,Value 91,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3333,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 802980.0, 1208190.0]","[nan, 802980.0, 405210.0]","[0.0, 2.0, 0.0]","[30432.0, 55812.0, 29022.0]",12,Value 1,Value 91,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3333,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 13']","[0.0, 802980.0, 1208190.0, 1233921.0]","[nan, 802980.0, 405210.0, 25731.0]","[0.0, 2.0, 0.0, 0.0]","[30432.0, 55812.0, 29022.0, 54753.0]",12,Value 1,Value 91,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3333,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 13', 'Value 5']","[0.0, 802980.0, 1208190.0, 1233921.0, 5121962.0]","[nan, 802980.0, 405210.0, 25731.0, 3888041.0]","[0.0, 2.0, 0.0, 0.0, 3.0]","[30432.0, 55812.0, 29022.0, 54753.0, 54794.0]",12,Value 1,Value 91,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3335,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[45204.0],2,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3335,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 69972.0]","[nan, 69972.0]","[2.0, 3.0]","[45204.0, 28776.0]",2,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3335,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[0.0, 69972.0, 71256.0]","[nan, 69972.0, 1284.0]","[2.0, 3.0, 3.0]","[45204.0, 28776.0, 30060.0]",2,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3335,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9']","[0.0, 69972.0, 71256.0, 672205.0]","[nan, 69972.0, 1284.0, 600949.0]","[2.0, 3.0, 3.0, 3.0]","[45204.0, 28776.0, 30060.0, 26209.0]",2,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3335,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 69972.0, 71256.0, 672205.0, 3880655.0]","[nan, 69972.0, 1284.0, 600949.0, 3208450.0]","[2.0, 3.0, 3.0, 3.0, 5.0]","[45204.0, 28776.0, 30060.0, 26209.0, 37859.0]",2,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3336,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[36965.0],1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3336,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 28.0]","[nan, 28.0]","[0.0, 0.0]","[36965.0, 36993.0]",1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3336,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 28.0, 2409235.0]","[nan, 28.0, 2409207.0]","[0.0, 0.0, 0.0]","[36965.0, 36993.0, 27000.0]",1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3336,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 4', 'Value 4', 'Value 3']","[0.0, 28.0, 2409235.0, 3705251.0]","[nan, 28.0, 2409207.0, 1296016.0]","[0.0, 0.0, 0.0, 1.0]","[36965.0, 36993.0, 27000.0, 27016.0]",1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3337,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[61012.0],1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3337,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 64850.0]","[nan, 64850.0]","[3.0, 4.0]","[61012.0, 39462.0]",1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3337,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 64850.0, 2843155.0]","[nan, 64850.0, 2778305.0]","[3.0, 4.0, 1.0]","[61012.0, 39462.0, 52967.0]",1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3337,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 13', 'Value 5']","[0.0, 64850.0, 2843155.0, 4135574.0]","[nan, 64850.0, 2778305.0, 1292419.0]","[3.0, 4.0, 1.0, 2.0]","[61012.0, 39462.0, 52967.0, 49386.0]",1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3339,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[54221.0],1,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3339,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 12.0]","[nan, 12.0]","[2.0, 2.0]","[54221.0, 54233.0]",1,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3339,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 12.0, 66075.0]","[nan, 12.0, 66063.0]","[2.0, 2.0, 3.0]","[54221.0, 54233.0, 33896.0]",1,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3339,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 12.0, 66075.0, 3283597.0]","[nan, 12.0, 66063.0, 3217522.0]","[2.0, 2.0, 3.0, 5.0]","[54221.0, 54233.0, 33896.0, 54618.0]",1,Value 1,Value 185,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3340,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[1.0],[57164.0],1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3340,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 16']","[0.0, 74958.0]","[nan, 74958.0]","[1.0, 2.0]","[57164.0, 45722.0]",1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3340,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 16', 'Value 16']","[0.0, 74958.0, 77428.0]","[nan, 74958.0, 2470.0]","[1.0, 2.0, 2.0]","[57164.0, 45722.0, 48192.0]",1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3340,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 7', 'Value 16', 'Value 16', 'Value 5']","[0.0, 74958.0, 77428.0, 2768880.0]","[nan, 74958.0, 2470.0, 2691452.0]","[1.0, 2.0, 2.0, 5.0]","[57164.0, 45722.0, 48192.0, 61244.0]",1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3341,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[36303.0],1,Value 1,Value 55,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3341,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 10']","[0.0, 944219.0]","[nan, 944219.0]","[3.0, 0.0]","[36303.0, 30122.0]",1,Value 1,Value 55,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3341,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 10', 'Value 10']","[0.0, 944219.0, 960961.0]","[nan, 944219.0, 16742.0]","[3.0, 0.0, 0.0]","[36303.0, 30122.0, 46864.0]",1,Value 1,Value 55,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3341,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 10', 'Value 10', 'Value 5']","[0.0, 944219.0, 960961.0, 3552982.0]","[nan, 944219.0, 16742.0, 2592021.0]","[3.0, 0.0, 0.0, 2.0]","[36303.0, 30122.0, 46864.0, 46885.0]",1,Value 1,Value 55,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3342,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[40948.0],2,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3342,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 93238.0]","[nan, 93238.0]","[1.0, 2.0]","[40948.0, 47786.0]",2,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3342,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[0.0, 93238.0, 257134.0]","[nan, 93238.0, 163896.0]","[1.0, 2.0, 4.0]","[40948.0, 47786.0, 38882.0]",2,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3342,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 1']","[0.0, 93238.0, 257134.0, 258616.0]","[nan, 93238.0, 163896.0, 1482.0]","[1.0, 2.0, 4.0, 4.0]","[40948.0, 47786.0, 38882.0, 40364.0]",2,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3342,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 1', 'Value 5']","[0.0, 93238.0, 257134.0, 258616.0, 2680705.0]","[nan, 93238.0, 163896.0, 1482.0, 2422089.0]","[1.0, 2.0, 4.0, 4.0, 4.0]","[40948.0, 47786.0, 38882.0, 40364.0, 43253.0]",2,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3345,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[31668.0],4,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3345,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[0.0, 27332.0]","[nan, 27332.0]","[1.0, 1.0]","[31668.0, 59000.0]",4,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3345,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 27332.0, 27342.0]","[nan, 27332.0, 10.0]","[1.0, 1.0, 1.0]","[31668.0, 59000.0, 59010.0]",4,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3345,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 14']","[0.0, 27332.0, 27342.0, 87367.0]","[nan, 27332.0, 10.0, 60025.0]","[1.0, 1.0, 1.0, 2.0]","[31668.0, 59000.0, 59010.0, 32635.0]",4,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3345,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 14', 'Value 5']","[0.0, 27332.0, 27342.0, 87367.0, 3801816.0]","[nan, 27332.0, 10.0, 60025.0, 3714449.0]","[1.0, 1.0, 1.0, 2.0, 3.0]","[31668.0, 59000.0, 59010.0, 32635.0, 31884.0]",4,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3346,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[28688.0],13,Value 1,Value 22,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3346,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[0.0, 17.0]","[nan, 17.0]","[3.0, 3.0]","[28688.0, 28705.0]",13,Value 1,Value 22,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3346,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2']","[0.0, 17.0, 738.0]","[nan, 17.0, 721.0]","[3.0, 3.0, 3.0]","[28688.0, 28705.0, 29426.0]",13,Value 1,Value 22,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3346,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 2', 'Value 2']","[0.0, 17.0, 738.0, 437358.0]","[nan, 17.0, 721.0, 436620.0]","[3.0, 3.0, 3.0, 1.0]","[28688.0, 28705.0, 29426.0, 34046.0]",13,Value 1,Value 22,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3346,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 17.0, 738.0, 437358.0, 716785.0]","[nan, 17.0, 721.0, 436620.0, 279427.0]","[3.0, 3.0, 3.0, 1.0, 4.0]","[28688.0, 28705.0, 29426.0, 34046.0, 54273.0]",13,Value 1,Value 22,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
